sequenceID	description	ratio	std	df	tval	pval	seqnames	start	end	width	strand	wormbaseID	publicID	entrezID
T18D3.3	29285 Protein with high similarity to zinc transporter 2 (rat Slc30a2), which transports zinc into vesicles and may protect cells from zinc toxicity by inducing zinc accumulation in a lysosomal or endosomal compartment, member of the cation efflux family T18D3.3	-0.041	0.09739336	20	-0.419630907	0.679	chrX	12464640	12466917	2278	-	WBGene00011821	cdf-2	188574
F23H11.2	24438 Protein of unknown function F23H11.2	-0.041	0.153153193	20	-0.267166642	0.792	chrIII	895740	900265	4526	+	WBGene00017758		175251
R10H10.7	26337 Protein containing a Src homology 2 (SH2) domain, which are regulatory modules of intracellular signaling R10H10.7	-0.041	0.241361739	20	-0.169653831	0.867	chrIV	10409985	10413928	3944	-	WBGene00011225		177932
Y56A3A.28	51542 Protein with weak similarity to C. elegans C55B7.12 gene product Y56A3A.28	-0.041	0.094409306	20	-0.433792029	0.669	chrIII	11960875	11971367	10493	-	WBGene00013240		176632
W01G7.3	32863 Putative subunit of RNA polymerase II W01G7.3	-0.041	0.094867208	20	-0.431797466	0.671	chrII	14060061	14060624	564	+	WBGene00012187	rpb-11	175056
W08D2.4	22522 Protein with high similarity to C. elegans FAT-4, which is a delta5-fatty acid desaturase fat-3/W08D2.4	-0.041	0.129233925	42	-0.318174081	0.752	chrIV	9803023	9806119	3097	+	WBGene00001395	fat-3	177820
C49F5.7	31986 Protein of unknown function, has weak similarity to C. elegans F23D12.1 C49F5.7	-0.041	0.129651706	20	-0.317313678	0.754	chrX	11994766	11995839	1074	+	WBGene00008211		183615
C45B11.2	21594 Protein of unknown function, has a region of low similarity to microsomal epoxide hydrolase (human EPHX1), which hydrates reactive epoxides to form dihydrodiols and detoxifies cytochrome p450-generated epoxides from the metabolism of xenobiotics C45B11.2	-0.041	0.236091868	19	-0.174421898	0.863	chrV	11042710	11043980	1271	+	WBGene00008105		179528
F59E10.1	28768 Protein with low similarity to origin recognition complex subunit 2 (yeast homolog)-like (human ORC2L), which is likely required for initiation of DNA replication and may have a role in transcriptional silencing orc-2/ceOrc2/F59E10.1	-0.041	0.157720061	20	-0.261235356	0.797	chrII	10873931	10877934	4004	+	WBGene00003882	orc-2	174676
C07E3.10	49244 Protein of unknown function C07E3.10	-0.041	0.191554516	19	-0.215368255	0.832	chrII	10346375	10347007	633	+	WBGene00007420		174599
T20B3.8	29903 Protein containing two C-type lectin domains, has low similarity to a region of macrophage mannose receptor C1 (human MRC1), which acts in the uptake and clearance of microorganisms and host glycoproteins T20B3.8	-0.041	0.218082315	19	-0.18972428	0.852	chrV	16841459	16842863	1405	+	WBGene00011851	clec-23	NA
T21B4.11	22403 TcA transposase T21B4.11	-0.041	0.138408849	19	-0.299320252	0.768	chrII	12521022	12522094	1073	+	WBGene00023441		NA
F18G5.2	28244 Protein of unknown function F18G5.2	-0.041	0.059795018	20	-0.693301107	0.496	chrX	9251788	9255778	3991	+	WBGene00003981	pes-8	191742
C06B3.1	50564 Member of the 7-transmembrane chemoreceptor family of G protein-coupled receptors (GPCR), has high similarity to uncharacterized C. elegans K02H11.3 C06B3.1	-0.042	0.220038002	19	-0.188686228	0.852	chrV	13902795	13903886	1092	+	WBGene00007360		182289
M01E5.2	28916 Member of the GTP1 or OBG family of GTP-binding proteins, has a region of low similarity to a region of developmentally regulated GTP-binding protein 1 (human DRG1), which is a putative GTP-binding protein that binds the transcription factor human TAL1 M01E5.2	-0.042	0.062944955	19	-0.659835779	0.517	chrI	13276968	13280178	3211	-	WBGene00010805		173192
F12D9.2	31237	-0.042	0.21748567	19	-0.190981384	0.851	chrX	8646606	8647097	492	-	WBGene00017401		184379
R03H4.8	53428	-0.042	0.287577376	17	-0.144854988	0.887	chrV	9011244	9011565	322	+	WBGene00023327		NA
Y54E2A.8	30756 Protein of unknown function, has weak similarity to C. elegans C11G6.1 Y54E2A.8	-0.042	0.091801058	20	-0.454138208	0.655	chrII	14778345	14782727	4383	+	WBGene00013193		190257
F46B3.5	29701 Putative paralog of C. elegans GRD-1, contains a Hint (hedgehog/intein) domain grd-2/F46B3.5	-0.042	0.08543559	20	-0.488250401	0.631	chrV	20609794	20613929	4136	+	WBGene00001691	grd-2	180349
C01G10.11	52611 Protein of the FEZ (Fasciculation and Elongations proteins; Zygin/Zeta-1) family, involved in controlling axon-axon interactions within a fascicle unc-76/C01G10.11	-0.042	0.136122206	20	-0.306644499	0.762	chrV	15071587	15080153	8567	+	WBGene00006808	unc-76	180014
F35D11.4	32321 Member of the adenylate cyclase family, which catalyze the conversion of ATP to 3',5'-cyclic AMP and pyrophosphate F35D11.4	-0.042	0.125444069	20	-0.333733012	0.742	chrII	4603406	4604161	756	+	WBGene00018045		173797
Y43F8C.7	49029 Protein of unknown function Y43F8C.7	-0.042	0.190902592	20	-0.220124841	0.828	chrV	19641291	19646216	4926	-	WBGene00012829		180286
R11D1.8	32618	-0.042	0.145032675	20	-0.289792137	0.775	chrV	12727432	12728115	684	-	WBGene00004442	rpl-28	179739
C14B1.10	34000 Member of the 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase family C14B1.10	-0.042	0.079672609	20	-0.527669437	0.604	chrIII	3709330	3713352	4023	+	WBGene00007581	alkb-8	175476
C30A5.3	23643 Protein of unknown function, has high similarity to uncharacterized mouse Prei3 C30A5.3	-0.042	0.197931892	20	-0.212445175	0.834	chrIII	8225091	8226389	1299	+	WBGene00016238	mob-4	176158
W05B10.4	29468 Protein containing a Ras association (RalGDS or AF6) domain W05B10.4	-0.042	0.115516626	20	-0.364215483	0.72	chrV	12668226	12669690	1465	+	WBGene00012279		179736
T09A12.2	33654 Protein with high similarity to glutathione peroxidase 4 (phospholipid hydroperoxide glutathione peroxidase, mouse Gpx4), which is an selenoprotein that protects membrane phospholipids against peroxidation, member of the glutathione peroxidase family T09A12.2	-0.042	0.108963523	20	-0.386233746	0.703	chrIV	8222202	8223459	1258	+	WBGene00020373	gpx-6	188313
W08A12.3	49678 Protein of unknown function W08A12.3	-0.042	0.197952651	20	-0.212703364	0.834	chrV	3682853	3686474	3622	+	WBGene00021080		178785
C14B1.6	21486 Protein of unknown function C14B1.6	-0.042	0.130528776	20	-0.32320252	0.75	chrIII	3713457	3718745	5289	+	WBGene00007577	nrde-1	175477
F15H10.3	52691 Protein with low similarity to anaphase promoting complex (APC) subunit 10 (human APC10), which regulates mitotic G1-S transition and may target human CDK2 for proteasome-mediated degradation and is associated with malignant oral tumors apc-10/F15H10.3	-0.042	0.12326843	20	-0.343283494	0.735	chrV	10425362	10426425	1064	-	WBGene00000144	apc-10	179454
F07H5.2	24078 Protein with moderate similarity to delta sarcoglycan (mouse Sgcd), which is a component of the dystrophin-glycoprotein complex F07H5.2	-0.042	0.076173789	20	-0.555793607	0.585	chrII	8782021	8783670	1650	-	WBGene00004790	sgn-1	184162
B0507.9	27000 Protein of unknown function, has low similarity to uncharacterized C. elegans B0507.8 B0507.9	-0.042	0.193446264	20	-0.218912097	0.829	chrV	8764888	8766038	1151	-	WBGene00015226		179253
B0432.2	32916 Protein with high similarity to RNA-binding protein regulatory subunit (rat Dj1),which may regulate RNA-protein interactions and play a role in fertilization, member of the ThiJ-PfpI family B0432.2	-0.042	0.120551287	20	-0.351596327	0.729	chrII	290582	291861	1280	+	WBGene00015184	djr-1.1	173416
ZK809.3	31920 Protein of unknown function ZK809.3	-0.042	0.14909098	20	-0.284457616	0.779	chrIV	11652403	11653461	1059	+	WBGene00014086		178096
F08D12.5	32147 Protein of unknown function, has strong similarity to C. elegans F08D12.4 F08D12.5	-0.042	0.320868066	19	-0.13237157	0.896	chrII	2775234	2777815	2582	+	WBGene00043239		NA
C45G9.11	28019 Protein of unknown function C45G9.11	-0.043	0.140883672	20	-0.302034514	0.766	chrIII	5063993	5068725	4733	-	WBGene00016682		175690
F32B5.8	52530 Member of the papain family of cysteine proteases, has a region of high similarity to cathepsin Z (cathepsin Y, rat Ctsz), which is a cysteine (thiol) protease that participates in protein processing F32B5.8	-0.043	0.249932689	20	-0.170319883	0.866	chrI	2686639	2689493	2855	-	WBGene00000788	cpz-1	171829
Y7A5A.9	50180	-0.043	0.051068346	20	-0.836467101	0.413	chrX	15827149	15827893	745	+	WBGene00012415		189388
ZK1307.6	22629 Putative ortholog of S. cerevisiae Cdh1p and of Drosophila fzr, proteins that are involved in cyclin desctruction ZK1307.6	-0.043	0.25749748	20	-0.166047941	0.87	chrII	9640156	9644466	4311	-	WBGene00001510	fzr-1	174516
R07B1.5	33531 Protein containing one C. elegans C-terminal C6 domain, which contain conserved cysteine residues, has high similarity to uncharacterized C. elegans R07B1.6 R07B1.5	-0.043	0.175417302	20	-0.243960618	0.81	chrX	9864035	9866553	2519	+	WBGene00011077		187646
F58H7.3	50241 Protein containing a neurotransmitter-gated ion-channel ligand binding domain, has a region of low similarity to a region of neuronal nicotinic acetylcholine receptor alpha 6 subunit (human CHRNA6), which may be involved in neural synaptic transmission F58H7.3	-0.043	0.223118265	19	-0.192027748	0.85	chrIV	924882	939736	14855	+	WBGene00019069	lgc-30	186551
T28B8.2	32847	-0.043	0.099639151	20	-0.430278848	0.672	chrI	8147400	8149723	2324	+	WBGene00002101	ins-18	172600
AH10.4	30767 Protein of unknown function, has strong similarity to uncharacterized C. elegans ZK84.4 AH10.4	-0.043	0.182554956	20	-0.235362323	0.816	chrV	14137348	14137866	519	-	WBGene00007085		353456
Y6G8.2	27343 Protein containing three DUF38 domains of unknown function and an F-box domain, which serve as a link between a target protein and a ubiquitin-conjugating enzyme, has strong similarity to uncharacterized C. elegans Y20C6A.1 Y6G8.2	-0.043	0.091433564	20	-0.470025235	0.643	chrV	17594344	17598971	4628	-	WBGene00012404		180157
F07C4.8	27115 Protein of unknown function, has high similarity to uncharacterized C. elegans F07C4.5 F07C4.8	-0.043	0.388613483	18	-0.110768343	0.913	chrV	7633399	7634757	1359	-	WBGene00005109	srd-31	191814
C18C4.1	33004 Protein of unknown function C18C4.1	-0.043	0.265665344	17	-0.162045976	0.873	chrV	5558890	5564298	5409	+	WBGene00015964	glb-5	182776
C24A8.5	31086 Protein of unknown function C24A8.5	-0.043	0.330670962	19	-0.130236129	0.898	chrX	4328400	4328916	517	-	WBGene00016039		182831
C04A11.3	23366 Protein containing a protein kinase domain, has low similarity to serine-threonine kinase 2 (mouse Stk2), which undergoes cleavage by caspase 3 (Casp3) during apoptosis thereby releasing an N-terminal kinase domain and a C-terminal domain C04A11.3	-0.043	0.14361902	20	-0.300705388	0.767	chrX	13677192	13682838	5647	+	WBGene00007287	gck-4	181488
T24G10.2	25664 Protein containing a BAF60b domain of the SWIB complex T24G10.2	-0.043	0.150775814	20	-0.286452783	0.777	chrIII	5440755	5442761	2007	-	WBGene00020779		175747
F54H5.5	26607 Protein of unknown function, has strong similarity to C. elegans D1081.5 F54H5.5	-0.043	0.067706907	20	-0.639099176	0.53	chrII	6625949	6627282	1334	-	WBGene00018841		186265
C44C10.4	20982 Putative coiled-coil protein, has similarity to S. cerevisiae Smc1p, a protein involved in chromosome condensation and segregation C44C10.4	-0.043	0.061456168	27	-0.70546466	0.487	chrX	11693464	11695751	2288	+	WBGene00008085	smcl-1	183453
W04B5.4	52711 Protein of unknown function W04B5.4	-0.043	0.122324616	20	-0.354491093	0.727	chrIII	2406308	2410985	4678	-	WBGene00021021	mrpl-30	175359
ZK809.1	22681 Putative paralog of C. elegans C29E6.3, has similarity to C. elegans C15H7.3, a member of the protein-tyrosine phosphatase protein family ZK809.1	-0.043	0.084462777	19	-0.514101602	0.613	chrIV	11642102	11643722	1621	+	WBGene00014085		191427
D2089.4	48615 Putative heterogeneous nuclear ribonucleoprotein (hnRNP), has strong similarity to human polypyrimidine tract binding protein (heterogeneous nuclear ribonucleoprotein I, PTB) and Drosophila SMOOTH (sm) (see BLAST); an SR-like protein D2089.4/CePTB/ptb-1	-0.043	0.147147146	20	-0.295487122	0.771	chrII	10675602	10690286	14685	+	WBGene00004207	ptb-1	174647
F54D5.2	33407 Protein of unknown function F54D5.2	-0.043	0.106361145	20	-0.408887275	0.687	chrII	11573180	11575000	1821	+	WBGene00010048		174774
D1022.3	23945 Member of the dienelactone hydrolase family, has high similarity to uncharacterized C. elegans D1022.4 D1022.3	-0.043	0.218435396	20	-0.19912819	0.844	chrII	7455190	7456284	1095	-	WBGene00017022		183900
F31F6.3	24605 Protein of unknown function, has low similarity to a region of C. elegans R06C7.8, which is required for meiotic progression in the germline F31F6.3	-0.044	0.242191376	20	-0.179684654	0.859	chrX	14871836	14872867	1032	-	WBGene00009302		185177
R07B1.1	50900	-0.044	0.214658172	19	-0.20314215	0.841	chrX	9847275	9849682	2408	+	WBGene00006881	vab-15	181197
T27C5.3	50242 Protein of unknown function, has strong similarity to C. elegans Y102A5C.24 T27C5.3	-0.044	0.224976045	19	-0.193907266	0.848	chrV	17402524	17404186	1663	+	WBGene00005943	srx-52	NA
T04B8.1	29135 Putative ortholog of C. elegans F46F5.1 gene product T04B8.1	-0.044	0.208845822	19	-0.209167093	0.837	chrII	634284	637303	3020	+	WBGene00020203		188052
R05H5.7	32572 Protein of unknown function, has weak similarity to C. elegans T28C12.6 R05H5.7	-0.044	0.234769886	18	-0.186188396	0.854	chrII	10192529	10193451	923	+	WBGene00011041		187629
H14N18.2	28785 Protein of unknown function H14N18.2	-0.044	0.278361315	20	-0.157048913	0.877	chrV	8932618	8934327	1710	+	WBGene00019202		186745
F36H1.1	32358 Protein with high similarity to FK506-binding protein 2 (FKBP13, human FKBP2), which binds FK506 and rapamycin but does not play a role in the immunosuppressant action of FK506, member of the FKBP-type peptidyl-prolyl cis-trans isomerase family F36H1.1	-0.044	0.101347998	20	-0.43135632	0.671	chrIV	11036548	11038148	1601	+	WBGene00001426	fkb-1	191634
T27A8.3	32830 Protein of unknown function, has a region of high similarity to a region of methionine aminopeptidase 2 (human METAP2), which is a positive regulator of translation that inhibits apoptosis and may be used as an anticancer therapy T27A8.3	-0.044	0.195075553	19	-0.22437379	0.825	chrX	16062685	16063290	606	+	WBGene00012075		188968
C43E11.3	23184 Protein containing a SET domain, which are involved in protein-protein interactions, and a WW domain, has a region of low similarity to a region of huntingtin interacting protein B (human HYPB), which binds normal and mutant Huntingtin protein C43E11.3	-0.044	0.098512258	20	-0.4447081	0.661	chrI	4254197	4264699	10503	+	WBGene00016603	met-1	172026
F44A6.4	33366 Protein of unknown function F44A6.4	-0.044	0.074455116	20	-0.589239048	0.562	chrX	10214443	10215573	1131	-	WBGene00009676		185724
R05F9.6	26905 Protein with high similarity to phosphoglucomutase 1 (human PGM1), which catalyzes the conversion of glucose 1-phosphate to glucose 6-phosphate, contains phosphoglucomutase/phosphomannomutase alpha-beta-alpha I/II/III and C-terminal domains R05F9.6	-0.044	0.382432655	20	-0.114868143	0.91	chrII	4889167	4891427	2261	+	WBGene00019890		173843
Y75B8A.25	50627 Protein with strong similarity to C. elegans Y17G9B.1 gene product Y75B8A.25	-0.044	0.173005668	20	-0.253940333	0.802	chrIII	12274040	12282222	8183	+	WBGene00013558		176654
ZK402.2	50691 Protein with strong similarity to C. elegans ZK402.5 gene product ZK402.2	-0.044	0.139931586	19	-0.314133099	0.757	chrX	1403744	1404117	374	+	WBGene00022729		191312
B0035.16	21406 Member of the tRNA methyl transferase family, which are involved in nucleoside 5-methylaminomethyl-2-thiouridine biosynthesis, has low similarity to uncharacterized S. pombe SPAC23H4.04 B0035.16	-0.044	0.096459928	20	-0.455821475	0.653	chrIV	11295063	11296887	1825	-	WBGene00007114	mttu-1	178038
C26C6.4	27849 Protein of unknown function, has high similarity to uncharacterized C. elegans F28G4.4 C26C6.4	-0.044	0.266526804	18	-0.165215225	0.871	chrI	7532047	7536120	4074	+	WBGene00007739		182933
Y40H7A.9	53580 Protein with unknown function Y40H7A.9	-0.044	0.166313681	20	-0.264784817	0.794	chrIV	15207497	15207894	398	+	WBGene00012746		189808
T10D4.6	30110 Protein of unknown function, has similarity in the C-terminus to C. elegans F28H6.6 T10D4.6	-0.044	0.180343603	19	-0.246223105	0.808	chrII	3119332	3123192	3861	+	WBGene00020408		173659
F26H11.1	32247 Protein of unknown function, has very strong similarity to uncharacterized C. elegans 2O676 F26H11.1	-0.045	0.168738384	20	-0.26398418	0.794	chrII	14389236	14390116	881	-	WBGene00009179	kbp-3	175097
